,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
0,110866,600074.XSHG,2017-06-30,2017-08-11,2017-06-30,0.0813,195187056.0,143170720.0,4438418.0,4.2574,4.1924,2.0809,16.9539,41.5089,88.4788,15.6376,16.9539,3.2443,15.5084,7.5795,74.4431,2.3078,98.4726,62.1869,19.8066,171.9137,51.9307,20.4265,51.9307,20.4265,-7.7547,21.7358,5.9803,24.0704,-0.2903,16.5438
0,127744,600074.XSHG,2017-12-31,2018-04-28,2017-12-31,-3.3372,-8135729990.01,-8199954803.71,-58526461.53,-1128.1121,-1128.1237,-131.6557,7190.0685,70.4775,-7016.839,7076.2926,7190.0685,-14.4968,-198.035,-56.8347,100.0288,0.7139,100.001,-98.8335,-37.7124,-0.5299,-109.1521,-116.7841,-109.1521,-116.7841,-5925.0265,-37886.2702,-4612.2972,-30135.9498,-4531.3129,-23170.8461
0,131326,600074.XSHG,2018-06-30,2018-08-31,2018-06-30,-0.0433,-106438513.57,-109686222.34,88802.27,2.99,3.02,-5.84,-290.52,115.9,388.62,-289.96,-290.52,7.09,101.37,203.3,99.8,-0.08,100.78,88.28,-23.2,8.04,-96.94,-18.87,-96.94,-18.87,-151.98,7.52,-152.41,6.87,-153.28,9.39
0,245241,600074.XSHG,2018-12-31,2019-04-26,2018-12-31,-0.5425,-1164233401.58,-1268136111.75,-4766830.07,30.15,26.54,-110.64,-4580.51,-10.63,4205.96,-4118.12,-4580.51,10.2,497.85,440.67,90.19,0.34,88.04,90.47,-95.98,2.34,126.81,0.55,126.81,0.55,84.45,-772.22,82.92,-867.88,83.74,-815.45
0,244546,600074.XSHG,2019-03-31,2019-04-26,2019-03-31,-0.0253,-69296034.76,-67525839.5,-429654.0,1.22,1.36,-8.56,-227.55,34.74,356.22,-226.62,-227.55,5.59,55.89,222.69,113.07,0.72,112.2,60.93,-34.9,13.62,-43.74,-14.67,-43.74,-14.67,49.87,95.3,49.41,95.76,47.02,95.33
0,263204,600074.XSHG,2019-09-30,2019-10-30,2019-09-30,-0.0494,-119627784.42,-123842434.3,29892.6,2.27,2.26,-17.66,-371.68,11.69,478.96,-369.72,-371.68,5.6,72.35,312.31,101.95,-0.02,99.36,131.48,-30.54,8.06,6.39,-30.35,6.39,-30.35,17.14,-9.84,16.9,6.05,16.66,7.22
0,293010,600074.XSHG,2020-03-31,2020-04-29,2020-03-31,-0.027000000000000003,-66041238.69,-68154655.79,-1802.58,1.1,1.1,-11.11,-209.0,6.81,310.41,-207.93,-209.0,4.15,43.91,166.59,100.67,0.0,100.27,122.99,14.79,-7.03,22.91,-41.21,22.91,-41.21,-12.77,67.55,-12.89,89.13,-6.65,89.38
0,53457,600076.XSHG,2014-12-31,2015-03-31,2014-12-31,0.0124,-3911951.73,-4930638.45,22175.07,3.64,-3.14,0.63,42.29,13.53,146.82,-46.61,42.29,7.1,53.4,-0.56,-139.43,0.63,-86.3,231.75,49.99,-106.77,6.67,179.25,6.67,179.25,6.98,17.5,-93.56,174.84,-93.44,191.12
0,53456,600076.XSHG,2015-03-31,2015-04-25,2015-03-31,-0.0138,-5062010.34,-6277460.87,965.49,-4.07,-4.07,-0.8,-690.79,1.16,790.9,-690.79,-690.79,88.26,602.32,0.21,100.02,-0.02,100.0,2296.47,-1972.4,285.48,-45.98,-91.37,-45.98,-91.37,-7.71,-27.87,-7.72,-240.92,-10.3,-211.67
0,53453,600076.XSHG,2015-12-31,2016-04-13,2015-12-31,0.2792,283719282.56,254910918.21,,21.81,21.43,13.09,28.4,40.97,75.19,24.79,28.4,3.81,6.55,4.42,82.84,,98.24,98.57,4.35,17.53,14.25,86590.82,14.25,86590.82,28.79,3430.39,40.63,3916.81,41.68,4380.16
0,103775,600076.XSHG,2016-09-30,2016-10-29,2016-09-30,0.09,94719984.24,94050066.57,,3.31,3.41,2.45,25.7,39.39,73.76,26.24,25.7,3.79,6.32,2.72,96.3,,102.82,82.56,-22.03,-83.97,4.32,31.23,4.32,31.23,11.92,40.0,1.4,9.61,1.4,9.61
0,133781,600076.XSHG,2018-09-30,2018-10-30,2018-09-30,0.09,91499032.73,67785504.86,,2.56,2.55,1.7,14.55,28.08,89.35,15.95,14.55,3.01,8.73,4.39,66.64,,99.34,118.75,0.11,1.03,16.45,0.39,16.45,0.39,-16.54,-19.87,-20.56,-29.04,-21.09,-29.61
0,116624,600078.XSHG,2017-09-30,2017-10-31,2017-09-30,0.03,20196570.44,33640625.31,,1.1761,1.0969,0.3995,3.2627,15.2906,96.0007,3.9993,3.2627,3.1163,2.7634,3.7126,94.7795,,93.2665,115.1328,6.6971,167.457,0.275,18.9309,0.275,18.9309,57.0367,225.859,61.0418,121.1704,61.2652,152.7927
0,291808,600078.XSHG,2019-12-31,2020-04-28,2019-12-31,0.002,-6273439.7,47095795.99,,0.07,-0.36,0.43,3.51,17.18,94.86,4.95,3.51,3.12,4.25,3.45,124.34,,-481.86,44.32,35.23,684.99,4.36,7.43,4.36,7.43,226.1,-39.01,204.31,-47.49,120.36,-96.02
0,326125,600079.XSHG,2020-06-30,2020-08-22,2020-06-30,0.1888,235668639.62,453527311.55,60087967.38,2.56,2.36,1.09,8.0,40.07,91.07,10.56,8.0,15.45,6.6,4.37,85.5,11.33,92.21,84.93,5.47,61.28,-3.39,11.07,-3.39,11.07,35.17,48.0,57.17,63.24,56.09,87.03
0,53641,600080.XSHG,2015-12-31,2016-03-26,2015-12-31,0.0112,-614712.8,145736.16,5185876.61,0.33,-0.06,0.28,2.3,61.04,99.91,3.45,2.3,44.0,10.94,-0.3,2.39,85.15,-17.98,117.33,3.23,3422.61,-32.59,-11.34,-32.59,-11.34,799.67,-54.76,159.55,-64.98,100.83,-65.34
0,338419,600080.XSHG,2020-09-30,2020-10-30,2020-09-30,0.0546,18878402.56,13357438.91,11653436.46,1.18,1.09,1.04,10.44,71.68,93.16,13.39,10.44,53.84,6.65,-1.26,52.65,45.93,92.63,98.08,6.78,99.13,-1.86,28.21,-1.86,28.21,31.36,51.76,24.89,39.83,25.2,31.81
0,373248,600080.XSHG,2020-12-31,2021-04-23,2020-12-31,0.0079,-1030140.95,4184384.05,5161397.69,0.17,-0.06,0.16,1.44,72.16,98.03,0.29,1.44,51.83,13.47,-1.45,97.34,120.06,-35.06,92.16,27.15,1380.17,1.6,8.9,1.6,8.9,118.26,-97.61,121.65,-85.01,120.42,-85.58
0,102593,600083.XSHG,2016-09-30,2016-10-28,2016-09-30,0.009000000000000001,2142354.65,5055233.46,,3.81,3.8,2.5,10.51,26.58,83.29,16.71,10.51,,9.05,-0.04,99.9,,99.86,86.43,8.86,53.04,110.35,35.9,110.35,35.9,117.35,44.82,135.38,74.3,169.15,132.33
0,291683,600083.XSHG,2020-03-31,2020-04-28,2020-03-31,-0.0193,-3323944.82,-3323944.82,,150.23,112.5,-3.84,-1370.61,41.56,1126.34,-1026.21,-1370.61,143.91,936.32,-12.85,74.88,,74.88,2183.08,454.47,-44.28,-99.74,-95.28,-99.74,-95.28,-109.87,87.85,-113.81,78.97,-113.81,78.97
0,336825,600083.XSHG,2020-09-30,2020-10-28,2020-09-30,-0.0181,-3872002.32,-3913233.38,,21.71,20.15,-2.76,-1316.12,-46.08,1334.49,-1217.15,-1316.12,47.11,703.35,438.06,94.11,,92.81,4487.69,-118.77,9.62,-96.42,-87.78,-96.42,-87.78,57.84,41.7,56.52,65.11,56.52,65.11
0,53831,600084.XSHG,2015-06-30,2015-08-29,2015-06-30,0.0008,629000.36,-25934080.31,20586521.27,0.04,0.03,0.01,0.4,57.6,122.6,-4.66,0.4,32.48,11.71,20.55,-5619.65,4460.89,71.23,49.26,-68.11,301.32,47.36,108.69,47.36,108.69,90.89,90.92,100.83,100.88,101.62,101.7
0,103338,600084.XSHG,2016-09-30,2016-10-29,2016-09-30,-0.0199,-37618621.09,-37494943.94,14776721.45,-0.93,-1.57,-0.65,-32.47,55.02,153.94,-32.68,-32.47,67.48,18.46,17.07,168.68,-66.48,168.3,135.18,10.05,-18.63,134.4,-1.6,134.4,-1.6,58.27,-508.86,58.43,-728.16,58.27,-890.03
0,292793,600084.XSHG,2019-12-31,2020-04-29,2019-12-31,0.012,14681336.26,14760913.25,-4965458.87,0.62,0.67,0.57,15.61,62.29,82.27,18.22,15.61,23.34,15.73,-0.81,119.8,-40.3,108.59,87.61,-45.16,-254.65,41.48,107.84,41.48,107.84,120.3,6165.13,117.92,1794.92,118.42,1764.62
0,246939,600085.XSHG,2019-03-31,2019-04-30,2019-03-31,0.2546,344969948.96,679411746.7,-594744.61,3.71,3.66,2.74,14.53,47.44,82.63,17.49,14.53,20.31,8.53,-0.32,99.01,-0.09,98.81,85.69,10.84,62.42,6.73,4.81,6.73,4.81,4.64,36.23,5.56,51.92,10.18,22.7
0,53922,600086.XSHG,2016-03-31,2016-04-28,2016-03-31,0.0851,178587218.11,236339794.39,-83383757.56,4.09,6.35,1.19,5.58,14.04,88.42,7.5,5.58,2.0,1.11,3.86,154.51,-54.51,155.48,119.64,-4.85,-41.91,26.26,4.64,26.26,4.64,-32.33,3232.99,-32.75,1295.36,-32.23,1292.45
0,131331,600086.XSHG,2018-06-30,2018-08-31,2018-06-30,-0.0779,-102827243.27,-133658841.86,-3219381.96,-3.19,-3.12,-0.83,-20.3,6.41,125.81,-26.42,-20.3,1.43,2.29,30.09,97.71,2.35,97.83,185.6,-8.65,33.51,-72.19,-69.78,-72.19,-69.78,-216.41,-178.55,-259.36,-177.2,-258.22,-177.18
0,254572,600086.XSHG,2019-06-30,2019-08-28,2019-06-30,-0.0838,-216171846.3,-282221394.24,,-5.79,-11.08,-0.98,-23.25,1.03,158.02,-57.6,-23.25,0.4,6.47,52.52,196.25,,191.15,2.33,-0.08,0.14,-6.06,4795.66,-6.06,4795.66,-104.85,-27.42,-7.59,29.7,-7.59,29.7
0,294703,600086.XSHG,2020-03-31,2020-04-30,2020-03-31,-0.1591,-214748981.91,-284611571.72,,-49.91,-49.9,-1.99,-17964.24,-820.21,23907.37,-23949.04,-17964.24,47.33,676.71,22262.33,99.4,,100.0,75.46,-35.5,0.15,-87.97,100.26,-87.97,100.26,-30.2,73.8,-33.49,83.77,-33.5,83.72
0,338133,600086.XSHG,2020-09-30,2020-10-30,2020-09-30,-0.1581,-213458409.33,-279475211.85,,98.27,98.27,-1.99,-42693.31,-1678.78,55997.18,-56919.68,-42693.31,362.4,1738.83,52116.06,98.2,,100.0,47.27,-2.04,0.0,-96.89,5.5,-96.89,5.5,9.64,6.64,8.93,6.66,8.93,6.66
0,54206,600093.XSHG,2014-12-31,2015-03-28,2014-12-31,0.0048,1478202.5,3506511.27,,0.34,0.32,0.21,1.53,19.84,96.56,2.45,1.53,3.62,6.78,4.13,139.44,,94.63,95.85,68.17,1983.02,6.72,7.67,6.72,7.67,-85.54,-78.3,-92.0,-82.66,-92.12,-82.66
0,100693,600093.XSHG,2016-06-30,2016-08-31,2016-06-30,0.1447,203944698.21,244295727.06,,2.81,3.53,1.63,4.42,8.44,93.99,6.01,4.42,0.1,0.41,1.78,99.39,,125.6,110.87,-15.58,-259.44,4623.1,47.97,4623.1,47.97,690.02,83.82,500.94,74.57,442.92,73.29
0,54249,600094.XSHG,2015-12-31,2016-04-22,2015-12-31,0.0913,267257297.47,45208822.56,324134828.95,3.42,4.98,0.91,21.76,38.2,96.84,25.8,21.76,6.38,7.7,5.56,13.31,95.43,145.56,123.93,-69.11,-2188.15,-64.36,-14.41,-64.36,-14.41,-43.27,62.24,-36.27,123.08,-36.76,28.32
0,239574,600094.XSHG,2018-12-31,2019-04-05,2018-12-31,0.2,492887023.54,930443126.13,56900996.54,4.16,4.15,1.26,10.05,30.9,85.41,16.61,10.05,3.04,1.88,3.01,95.88,5.86,99.57,58.03,26.79,183.54,3.65,181.8,3.65,181.8,-10.42,398.16,-26.63,410.16,-34.43,336.08
0,328376,600094.XSHG,2020-06-30,2020-08-28,2020-06-30,0.07400000000000001,188914623.16,308602838.24,-26855915.0,1.42,1.46,0.51,4.04,12.08,94.16,5.36,4.04,1.84,1.55,0.95,109.17,-9.5,103.08,63.84,-3.16,-54.21,93.69,121.9,93.69,121.9,-33.83,41.29,-26.39,43.42,57.31,54.01
0,54298,600095.XSHG,2015-06-30,2015-08-20,2015-06-30,-0.023,-11944149.1,-13471009.62,4946611.31,-1.17,-1.68,-0.87,-18.49,43.52,123.74,-15.03,-18.49,6.78,22.0,3.48,137.42,-50.46,143.73,125.1,79.87,-336.37,-75.86,15.03,-75.86,15.03,-171.2,-78.48,-258.68,-235.45,-184.29,-255.41
0,134750,600095.XSHG,2018-09-30,2018-10-31,2018-09-30,0.0281,10077765.2,6831671.17,6766619.0,1.41,1.4,0.86,13.65,41.43,89.57,20.92,13.65,2.91,16.63,3.84,49.88,49.41,99.18,143.56,43.08,412.9,10.82,81.79,10.82,81.79,-36.32,299.61,-47.27,204.74,-43.36,237.28
0,54346,600096.XSHG,2015-03-31,2015-04-20,2015-03-31,0.0257,-11978579.41,-12389047.15,46911719.25,0.52,-0.22,0.08,0.45,16.12,100.11,0.3,0.45,6.32,3.91,5.31,-13.79,52.22,-41.21,96.8,7.46,-7012.19,28.1,-28.7,28.1,-28.7,106.92,103.6,110.29,104.75,105.97,102.88
0,54390,600097.XSHG,2015-12-31,2016-04-28,2015-12-31,-0.6315,-152833467.93,-19798294.8,,-16.32,-19.5,-10.85,-58.58,34.7,109.1,-9.1,-58.58,17.51,10.72,1.86,15.54,,119.46,70.44,12.59,-138.36,32.63,22.0,32.63,22.0,13.42,39.45,-532.41,-1211.71,-534.02,-1215.85
0,106372,600097.XSHG,2016-12-31,2017-04-20,2016-12-31,0.8115,128825794.95,-5239810.8,4608.14,22.58,17.69,9.78,37.57,29.31,101.2,-1.2,37.57,20.45,7.15,0.05,-3.17,0.0,78.36,93.21,50.68,-4236.92,101.34,8.29,101.34,8.29,73.56,86.32,2950.37,528.62,3240.62,528.41
0,111169,600097.XSHG,2017-06-30,2017-08-18,2017-06-30,0.0681,14039548.0,18141098.0,3012.1599,1.7616,1.7914,0.898,3.2466,36.3086,96.1438,4.0755,3.2466,21.19,5.7263,3.4929,101.2888,0.0168,101.6938,73.3472,5.7776,149.8272,168.672,44.8524,168.672,44.8524,182.7812,147.2074,157.8967,137.2092,152.2613,133.7473
0,122867,600097.XSHG,2017-12-31,2018-04-20,2017-12-31,0.395,93129769.15,97217276.53,3836.08,8.0391,7.8676,5.3973,18.6862,50.5112,80.7517,19.8569,18.6862,23.1296,6.1433,0.5237,97.9308,0.0039,97.8668,89.8467,24.8609,129.1588,15.2906,3.6723,15.2906,3.6723,286.95599999999996,68.1619,-42.6632,63.913000000000004,-42.1203,74.6135
0,240443,600097.XSHG,2018-12-31,2019-04-20,2018-12-31,0.0739,12378453.58,11567687.4,-108.28,1.09,0.76,0.78,3.47,32.93,97.6,3.72,3.47,19.48,7.48,0.43,66.27,0.0,69.48,73.3,-18.27,-762.16,-4.45,-1.91,-4.45,-1.91,-82.12,-83.92,-82.26,-84.43,-81.28,-83.02
0,99797,600099.XSHG,2016-06-30,2016-08-27,2016-06-30,0.0003,-242400.2,-204480.99,,0.01,-0.05,0.01,0.06,13.26,100.18,-0.18,0.06,2.69,10.64,-0.91,-117.19,,-358.31,58.34,-11.24,6100.92,22.91,14.7,22.91,14.7,-125.25,-112.44,-92.37,-94.73,-92.37,-94.73
0,126716,600099.XSHG,2018-03-31,2018-04-28,2018-03-31,0.0002,41612.37,460498.78,,0.0071,0.0088,0.0058,0.0263,10.7437,99.6365,0.3645,0.0263,1.8091,8.7909,-1.2769,102.4805,,125.1395,63.722,-13.0757,-3596.6932,22.6471,-1.4029,22.6471,-1.4029,-37.0047,107.104,-93.9903,107.9472,-93.9903,107.9472
0,103341,600100.XSHG,2016-09-30,2016-10-29,2016-09-30,0.0475,99496171.69,106727603.13,148391632.48,0.62,0.44,0.45,4.03,20.27,98.35,3.93,4.03,8.0,7.73,2.76,35.46,49.3,70.73,101.73,-12.94,-786.55,-12.07,4.59,-12.07,4.59,2667.24,186.03,83.2,238.98,144.67,157.3
0,292676,600100.XSHG,2019-12-31,2020-04-29,2019-12-31,-0.1369,-533665939.04,-99553970.01,223071611.78,-2.47,-3.24,-0.33,-2.37,22.08,101.15,-2.06,-2.37,10.17,3.35,3.51,51.33,-115.01,131.55,118.86,53.73,-4684.2,4.91,51.05,4.91,51.05,94.2,-132.05,93.38,-155.58,87.73,-208.99
0,293726,600100.XSHG,2020-03-31,2020-04-30,2020-03-31,-0.1722,-611915389.16,-749229787.16,75087584.1,-3.19,-3.83,-0.93,-19.84,20.26,126.07,-21.06,-19.84,14.77,11.12,11.99,124.04,-12.43,119.91,131.29,-82.74,317.34,-15.76,-66.89,-15.76,-66.89,-192.24,-239.15,-216.44,-177.58,-194.56,-25.79
0,111556,600103.XSHG,2017-06-30,2017-08-22,2017-06-30,0.0227,23770738.0,44218712.0,15995449.0,1.246,0.7343,1.0412,7.6797,21.6128,93.288,9.14,7.6797,2.9921,9.1044,1.8349,72.2075,26.12,58.9334,106.5387,2.2434,33.4237,6.1424,7.9299,6.1424,7.9299,42.5677,80.0285,46.1143,79.0535,56.2502,73.3108
0,114977,600103.XSHG,2017-09-30,2017-10-27,2017-09-30,0.021,26926856.76,46338831.31,8682217.87,1.1363,0.8220000000000001,0.9544,6.4722,20.3431,93.5067,7.7099,6.4722,3.4728,7.8679,1.4126,81.4823,15.2668,72.3366,103.945,4.7613,73.3261,18.4277,8.3245,18.4277,8.3245,43.5199,-8.6244,25.2045,-8.7069,11.8857,-7.7117
0,122432,600103.XSHG,2017-12-31,2018-04-17,2017-12-31,0.0026,-1334148.95,-6359283.5,8768078.68,0.1383,-0.0405,0.0624,0.4431,13.8692,100.9453,1.4626,0.4431,3.3826,8.6743,0.5153,-213.7298,294.6872,-29.2656,140.0305,39.7624,-4206.2184,22.7182,-5.7353,22.7182,-5.7353,30.6749,-82.1178,-64.3386,-93.54700000000001,-47.9925,-87.7533
0,54748,600105.XSHG,2015-12-31,2016-04-28,2015-12-31,0.133,75772419.68,9921348.87,51292747.8,2.91,3.51,1.85,8.1,13.17,98.69,8.07,8.1,2.93,5.85,-0.15,15.71,81.22,120.56,91.43,15.54,1188.1,-25.83,42.88,-25.83,42.88,464.94,342.01,162.02,222.04,247.97,165.5
0,128313,600105.XSHG,2018-06-30,2018-08-08,2018-06-30,0.0302,24481521.39,-3655590.8,23396690.71,1.42,0.92,0.86,5.74,13.16,100.49,3.05,5.74,3.03,9.75,0.39,-8.24,52.76,64.59,70.55,-19.09,3887.58,65.27,12.65,65.27,12.65,-74.06,-42.36,-47.07,-18.61,-50.74,-10.12
0,283055,600106.XSHG,2019-12-31,2020-03-27,2019-12-31,0.0163,3906836.7,21605512.04,39244160.3,0.53,0.11,0.31,32.2,82.44,64.69,32.0,32.2,,6.91,38.28,111.18,201.95,19.83,99.7,-551.78,-1562.58,3.52,3.04,3.52,3.04,-21.44,-67.37,106.68,-64.35,106.68,-64.35
0,125437,600107.XSHG,2017-12-31,2018-04-26,2017-12-31,0.0303,6550668.92,-501188.79,8274567.21,1.9836,1.1899,0.8733,7.0341,43.7124,100.34200000000001,6.3629999999999995,7.0341,13.3415,14.2544,2.6561,-5.6792,93.7622,59.9873,82.4813,-32.5546,9519.7757,10.8711,61.7351,10.8711,61.7351,-36.092,369.7626,-33.5672,384.1201,-28.8384,424.7046
0,246331,600107.XSHG,2018-12-31,2019-04-29,2018-12-31,0.0346,-32816.79,-8651068.56,15550736.65,2.23,-0.01,0.84,10.26,50.17,107.95,6.44,10.26,21.07,9.19,2.88,-96.65,173.73,-0.26,75.18,18.73,-235.58,-25.74,29.2,-25.74,29.2,-22.28,286.12,8.27,423.14,14.13,477.26
0,99804,600108.XSHG,2016-06-30,2016-08-26,2016-06-30,0.0135,15219770.81,14204122.48,-567249.94,0.56,0.32,0.32,3.89,15.85,97.71,2.2,3.89,1.46,8.29,4.41,56.08,-2.24,57.87,66.91,0.91,39.65,35.41,55.73,35.41,55.73,-78.31,4.77,-58.58,69.61,-54.69,95.08
0,115657,600108.XSHG,2017-09-30,2017-10-28,2017-09-30,0.0139,19924271.05,19051848.7,6230927.88,0.5785,0.4244,0.3328,6.6632,27.5941,95.13,6.4627,6.6632,3.5866,12.3294,7.2406,72.289,23.6422,73.3717,80.9762,0.6596,13.5452,-13.0109,-21.3343,-13.0109,-21.3343,98.4333,97.671,46.6913,64.0011,86.402,78.8373
0,54982,600110.XSHG,2016-03-31,2016-04-30,2016-03-31,0.0077,8669722.92,13555521.05,-8492707.25,0.48,0.47,0.17,2.78,23.12,96.21,1.41,2.78,3.7,11.4,11.11,174.07,-109.06,98.17,132.79,-109.84,-2901.06,10.44,-24.94,10.44,-24.94,-53.01,-99.33,49.63,-98.47,24.6,-98.7
0,374696,600110.XSHG,2020-12-31,2021-04-27,2020-12-31,0.0155,-17538201.18,10691084.35,2878079.64,0.8,-0.65,0.29,2.74,17.07,98.65,3.58,2.74,-1.21,4.55,9.91,38.79,10.44,-80.79,272.11,80.64,5965.49,50.83,38.35,50.83,38.35,116.63,1181.82,112.6,1484.0,111.68,1484.0
0,122869,600111.XSHG,2017-12-31,2018-04-20,2017-12-31,0.0144,-11951323.61,-77549850.63,18882047.38,0.5916,-0.1354,0.2191,1.5012,12.5647,102.4931,2.423,1.5012,0.6705,6.7861,0.4213,-247.0499,60.1524,-22.886,81.7573,-75.561,3030.7908,100.9274,3.0661,100.9274,3.0661,42.2732,-82.6733,-17.6013,-89.1192,-7.5702,-77.9801
0,55077,600112.XSHG,2015-12-31,2016-04-30,2015-12-31,-0.3557,-184524582.97,-161096638.06,-21309859.67,-14.91,-15.19,-6.98,-122.63,38.21,209.06,-123.49,-122.63,24.64,15.86,8.57,89.55,11.85,101.87,150.33,199.77,-183.18,-11.98,-38.36,-11.98,-38.36,-6129.07,-26162.02,-2428.89,-16086.87,-2428.89,-16086.87
0,124447,600112.XSHG,2017-12-31,2018-04-25,2017-12-31,0.0058,-3658633.1,-5939933.65,19917876.98,0.2527,-0.3129,0.1046,3.3557,87.0438,106.8504,21.2281,3.3557,38.5727,25.6888,27.7911,-60.5349,202.9867,-123.8309,-125.223,110.8917,-1618.7677,-53.177,-21.6228,-53.177,-21.6228,125.7962,219.6357,102.7825,121.8258,102.8287,122.162
0,133795,600112.XSHG,2018-09-30,2018-10-30,2018-09-30,0.218,-54451834.12,-57300468.33,167480254.02,9.07,-4.45,4.1,71.85,16.0,137.09,71.32,71.85,19.87,16.67,14.98,-51.78,151.35,-49.06,76.3,-16.31,43.97,39.65,-3.93,39.65,-3.93,816.11,951.89,932.61,1369.63,932.62,1369.85
0,255671,600112.XSHG,2019-06-30,2019-08-31,2019-06-30,-0.135,-17077886.39,-26686173.85,-53356030.7,-5.83,-1.45,-2.92,-159.12,9.6,161.77,-183.1,-159.12,20.06,28.72,30.27,33.75,67.48,24.85,149.74,68.4,-110.73,-73.14,5.49,-73.14,5.49,-511.59,-360.97,-686.23,-328.18,-686.36,-328.18
0,303892,600112.XSHG,2019-12-31,2020-06-29,2019-12-31,-1.5174,-623386681.05,-89110412.39,2579290.41,-104.58,-84.37,-39.11,-758.99,-3.11,187.53,-653.24,-758.99,27.09,14.38,29.02,10.79,-0.31,80.68,88.3,-125.84,143.77,10.18,26.63,10.18,26.63,-1093.09,-1815.28,-1014.29,-2126.29,-1014.27,-2126.42
0,338654,600112.XSHG,2020-09-30,2020-10-30,2020-09-30,-0.0826,-43179984.1,-43433524.01,814916.65,-15.42,-15.83,-2.66,-162.34,4.49,267.54,-162.33,-162.34,54.74,42.0,58.95,103.21,-1.94,102.61,134.63,15.17,-9.06,-67.76,-59.04,-67.76,-59.04,-21.2,-55.02,-21.25,-53.9,-21.26,-53.9
0,128126,600113.XSHG,2018-06-30,2018-07-31,2018-06-30,0.1002,30499507.4,40575692.6,762626.97,4.69,4.48,3.23,28.8,49.56,63.65,38.18,28.8,2.91,6.94,1.71,95.49,1.79,95.5,87.11,38.04,104.64,32.22,50.53,32.22,50.53,24.01,81.46,16.31,83.2,16.04,85.09
0,247419,600119.XSHG,2018-12-31,2019-04-30,2018-12-31,-1.2465,-384223329.72,-375657776.01,-34800080.6,-116.19,-116.5,-21.9,-242.05,19.37,319.94,-239.7,-242.05,10.72,10.09,7.55,91.75,8.5,100.28,122.08,20.35,-9.25,-69.42,-29.2,-69.42,-29.2,-148.12,-2342.2,-148.22,-2173.47,-224.89,-2006.33
0,253460,600119.XSHG,2019-06-30,2019-08-23,2019-06-30,-0.1613,-51247705.48,-14701478.82,-30069117.69,-39.8,-41.14,-2.78,-20.63,16.1,106.83,-20.21,-20.63,8.23,6.69,5.45,34.84,71.25,103.37,83.73,4.59,-67.26,-36.17,37.95,-36.17,37.95,83.88,-552.7,83.61,-472.0,81.87,-560.07
0,55452,600120.XSHG,2016-03-31,2016-04-30,2016-03-31,0.2796,215109.21,-8614900.57,224282185.65,2.55,0.0,1.44,12.12,17.57,100.63,15.75,12.12,6.29,6.22,4.68,-3.94,102.61,0.15,126.54,17.82,-2833.21,0.95,-38.67,0.95,-38.67,53.04,-11.77,54.25,44.57,48.91,-0.08
0,105438,600120.XSHG,2016-12-31,2017-04-08,2016-12-31,0.3713,-23185576.05,-147992262.45,393567856.62,3.11,-0.38,1.64,14.67,12.04,113.02,21.61,14.67,5.0,8.11,1.27,-59.27,157.62,-12.35,98.87,-15.72,120.72,-49.12,54.69,-49.12,54.69,0.47,128.91,45.19,82.13,32.69,128.45
0,293955,600120.XSHG,2020-03-31,2020-04-30,2020-03-31,0.0188,23420751.57,75512479.63,35602728.38,0.26,0.21,0.23,3.3,4.02,95.77,3.68,2.88,2.77,7.15,1.64,116.3,54.83,78.41,118.92,19.41,401.4,-20.4,-36.51,-20.44,-41.01,-89.66,-74.85,-89.21,-75.8,-93.06,-84.18
0,329258,600121.XSHG,2020-06-30,2020-08-29,2020-06-30,-0.132,-169028343.65,-134345361.3,4283068.03,-6.25,-6.57,-1.0,-22.62,12.31,120.3,-21.71,-22.62,2.71,17.56,8.04,95.76,-3.05,105.06,133.79,65.68,-323.57,-35.54,16.27,-35.54,16.27,-234.56,-3.51,-335.5,-4.12,-2640.43,-7.46
0,254582,600122.XSHG,2019-06-30,2019-08-28,2019-06-30,-0.3077,-356081210.26,-423333613.77,64281740.49,-5.47,-5.46,-2.2,-38.95,7.96,145.75,-39.23,-38.95,7.04,4.57,9.15,116.45,-17.68,99.91,94.93,-16.01,35.0,-75.78,1.99,-75.78,1.99,-2471.89,-147.5,-3185.8,-147.18,-1518.61,-148.27
0,329244,600122.XSHG,2020-06-30,2020-08-29,2020-06-30,0.0064,-126205017.75,-88456681.6,204308610.67,0.36,-6.1,-0.26,-4.36,8.49,112.5,1.74,-4.36,3.9,3.06,13.39,-1050.74,2426.89,-1705.89,93.29,-7.78,62.23,-23.53,27.98,-23.53,27.98,103.39,101.96,91.45,94.46,102.08,101.33
