,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
0,255819,000048.XSHE,2019-06-30,2019-08-31,2019-06-30,0.0993,33733800.83,43379900.72,8786592.02,3.38,2.93,0.8,10.52,23.74,90.4,12.29,10.52,3.23,8.23,-1.83,90.84,18.4,86.92,165.48,-0.25,-2.62,14.43,-37.24,14.43,-37.24,290.34,-63.78,287.24,-57.27,233.48,-65.0
0,265839,000048.XSHE,2019-09-30,2019-10-31,2019-09-30,0.384,66288491.84,92768326.76,121244069.67,11.97,5.29,2.59,29.45,29.28,83.22,38.88,29.45,1.46,6.59,-1.56,43.04,56.25,44.18,144.45,-1.65,-9.83,15.15,22.35,15.15,22.35,2103.37,287.0,1665.68,242.57,971.5,286.64
0,294464,000048.XSHE,2019-12-31,2020-04-30,2019-12-31,1.9903,779892412.09,1120744599.44,29857313.72,46.19,44.97,12.95,26.2,63.0,64.91,34.51,26.2,2.06,4.09,-0.54,102.37,2.73,97.35,32.16,1.34,3.83,43.84,477.86,43.84,477.86,63.63,412.91,68.97,414.03,61.64,433.87
0,122785,000050.XSHE,2018-03-31,2018-04-20,2018-03-31,0.1893,161203473.84,176544587.73,-408050.72,1.9416,0.8074,0.8695,5.8972,15.7457,97.3145,6.5868,5.8972,1.5138,6.5674,3.667,39.9501,-0.0923,41.5822,105.5252,7.8277,291.476,47.5314,68.077,47.5314,68.077,-0.01,18.8136,2.7054,620.3979,2.7054,620.3979
0,241990,000055.XSHE,2019-03-31,2019-04-23,2019-03-31,0.0623,64930951.19,83919669.17,2241105.98,1.38,1.28,0.66,10.44,30.31,87.48,13.26,10.44,1.92,7.24,3.59,93.75,2.5,92.76,89.29,-44.18,-353.0,3.14,-17.57,3.14,-17.57,-31.77,-96.54,-28.85,-96.36,-28.85,-96.36
0,336069,000056.XSHE,2020-09-30,2020-10-27,2020-09-30,0.0012,-6651062.43,25765344.35,-100374.53,0.03,-0.12,0.03,1.73,63.8,98.88,2.85,1.73,2.86,10.67,47.4,297.61,-1.16,-471.43,186.74,94.28,720.69,-23.05,48.01,-23.05,48.01,-86.82,-13.26,-90.63,-66.98,-95.08,-84.88
0,2163,000059.XSHE,2016-03-31,2016-04-15,2016-03-31,0.2879,460067928.15,471909623.11,17400821.92,5.07,5.07,1.57,7.49,25.11,92.54,7.74,7.49,1.48,7.43,2.98,96.32,3.55,99.9,108.97,17.79,238.38,-19.95,-25.69,-19.95,-25.69,433.16,112.99,423.22,92.83,418.53,76.73
0,131000,000060.XSHE,2018-06-30,2018-08-29,2018-06-30,0.083,290567745.88,374707196.31,29919756.64,2.93,2.87,1.58,4.6,10.59,94.33,6.15,4.6,0.98,1.91,1.31,92.44,7.38,98.11,103.72,12.69,223.29,28.25,37.55,28.35,37.71,-3.82,-6.95,-10.07,-3.12,-11.14,-4.63
0,2399,000065.XSHE,2015-12-31,2016-03-31,2015-12-31,0.4238,116064089.23,150275920.56,1160645.37,6.16,6.14,1.95,4.86,6.67,94.18,5.87,4.86,0.68,0.56,-0.47,99.07,0.77,99.82,76.26,16.4,281.72,123.62,551.55,123.62,551.55,149.45,200.29,178.04,186.01,155.06,171.49
0,128142,000065.XSHE,2018-06-30,2018-07-31,2018-06-30,0.3536,273238542.05,352472223.06,3289801.37,7.12,7.15,2.35,13.76,18.71,82.18,17.87,13.76,5.94,3.23,-9.2,99.66,0.93,100.43,88.79,-1.75,-9.83,-26.32,-6.67,-26.32,-6.67,112.05,258.51,105.1,245.61,111.76,288.08
0,265440,000065.XSHE,2019-09-30,2019-10-31,2019-09-30,0.175,134061698.32,228994777.43,-33558963.44,2.96,2.95,1.12,4.84,10.61,91.85,6.0,4.84,3.1,1.41,-2.19,135.93,-19.92,99.54,80.67,-7.92,-97.14,15.93,24.6,15.93,24.6,26.1,-55.67,23.47,-59.34,35.77,-58.28
0,326628,000068.XSHE,2020-06-30,2020-08-25,2020-06-30,-0.0237,-24917427.45,-26888622.9,-484080.25,-4.87,-5.08,-0.73,-49.05,37.22,149.38,-49.03,-49.05,2.41,35.05,41.33,100.24,1.8,104.39,66.63,-28.25,57.21,39.85,86.75,39.85,86.75,-53.15,4.12,-52.94,4.04,-35.18,9.73
0,367561,000100.XSHE,2020-12-31,2021-03-11,2020-12-31,0.1684,2073197681.0,1102819196.0,1678674823.0,7.25,6.36,1.31,10.74,18.71,96.06,12.23,10.73,1.21,4.12,3.23,33.07,50.34,87.74,96.98,17.26,437.72,73.11,44.21,73.54,44.33,1172.15,191.5,1663.45,202.59,5743.9,189.19
0,265187,000150.XSHE,2019-09-30,2019-10-30,2019-09-30,-0.0044,-4166221.64,-7649335.16,296789.83,-0.16,-0.17,-0.01,-0.12,15.29,101.69,-2.7,-0.12,3.67,6.51,6.33,57.2,-2.22,106.94,102.39,-46.78,2770.46,-12.92,8.27,-12.92,8.27,-122.39,73.58,-101.2,98.59,-112.85,91.63
0,295398,000150.XSHE,2019-12-31,2020-04-30,2019-12-31,-1.7943,-1800935217.64,-90232618.17,315460000.02,-97.96,-112.02,-22.32,-391.52,9.01,122.51,-340.59,-391.52,4.23,14.98,11.5,6.09,-21.29,114.36,113.41,51.44,-228.51,-24.36,-11.52,-24.36,-11.52,-1696.27,-11052.46,-4551.69,-290383.97,-5464.33,-40323.7
0,113683,000157.XSHE,2017-06-30,2017-08-31,2017-06-30,0.1366,-8051286016.0,-9748035584.0,10718438400.0,2.8255,-21.728,1.0531,12.9573,14.4715,229.7104,13.3429,12.9573,12.7925,7.3499,7.5431,-1008.1298,1108.4877,-768.993,92.9724,7.9413,-6.1223,25.6707,42.4712,25.6707,42.4712,795.3467,2034.0417,616.4259,861.1982,694.211,1138.0397
0,101083,000158.XSHE,2016-06-30,2016-08-31,2016-06-30,0.0067,12665022.67,7869503.71,2113624.88,0.16,0.24,0.07,0.26,5.85,99.75,0.31,0.26,1.43,2.19,1.33,69.57,18.69,148.27,102.63,-9.44,-3844.43,4.8,74.93,4.8,74.93,-34.8,135.03,17.76,130.23,19.43,131.66
0,102324,000158.XSHE,2016-09-30,2016-10-27,2016-09-30,-0.031,-35745235.42,-43487038.1,-378466.49,-0.75,-0.67,-0.35,-2.21,7.54,102.36,-2.38,-2.21,2.64,3.81,2.85,100.68,0.88,89.33,122.47,-8.39,355.19,12.62,-42.57,12.62,-42.57,-17.05,-539.4,-4.03,-588.87,-3.63,-568.43
0,135075,000158.XSHE,2018-09-30,2018-10-31,2018-09-30,0.0059,-32319127.64,-17891354.67,143497.97,0.16,-0.54,0.07,0.5,11.8,101.0,1.5,0.5,3.64,4.24,3.76,-69.0,0.55,-332.28,129.21,3.93,-395.0,21.99,-7.87,21.99,-7.87,63.57,-60.13,-34.02,-82.54,-31.4,-81.18
0,3339,000166.XSHE,2015-12-31,2016-04-27,2015-12-31,0.253,3744426017.38,2816362904.71,2929197670.48,7.78,7.75,1.11,43.12,,34.69,65.31,43.12,,27.47,,48.86,50.82,99.6,,-30.05,-93.88,66.15,90.78,66.15,90.78,96.7,244.82,65.68,238.72,164.31,261.93
0,3338,000166.XSHE,2016-03-31,2016-04-30,2016-03-31,0.0705,1043791653.04,1285230945.84,47673826.8,2.09,2.08,0.33,36.29,,54.66,45.34,36.29,,46.36,,95.82,3.55,99.72,,-428.51,-980.17,-51.55,-66.58,-51.55,-66.58,-64.15,-76.8,-47.85,-71.87,-47.55,-72.16
0,98274,000166.XSHE,2016-06-30,2016-08-27,2016-06-30,0.0712,1015943434.0,919752332.08,252711490.61,2.14,2.06,0.38,35.0,,62.78,37.22,35.0,,59.94,,75.48,20.74,96.08,,-61.39,-210.27,-71.32,7.17,-71.32,7.17,-81.58,-12.04,-77.49,3.34,-77.92,1.02
0,102677,000166.XSHE,2016-09-30,2016-10-28,2016-09-30,0.09,1744284519.11,1109420998.73,793462333.42,3.51,3.51,0.67,43.41,,53.29,46.71,43.41,,52.47,,58.36,41.74,99.96,,-922.64,-3387.64,-11.67,29.3,-11.67,29.3,14.2,62.3,57.91,60.38,67.99,65.02
0,105274,000166.XSHE,2016-12-31,2017-03-30,2016-12-31,0.0778,1501310181.28,26927368.77,1801446512.03,3.03,2.92,0.6,34.9,,59.87,40.13,34.9,,48.49,,1.4,93.61,96.24,,298.67,50535.99,-48.21,11.85,-48.21,11.85,-68.18,-3.92,-63.56,-10.07,-63.97,-10.6
0,110930,000166.XSHE,2017-06-30,2017-08-12,2017-06-30,0.0538,1057603072.0,508337792.0,873672896.0,2.0355,1.9967,0.395,34.2897,,56.1072,43.8928,34.2897,,51.7099,,35.7889,61.5098,98.095,,56.0746,357.0463,2.7387,14.5466,2.7387,14.5466,21.1728,7.6267,0.6617,11.5165,1.9603,10.94
0,126944,000402.XSHE,2018-03-31,2018-04-28,2018-03-31,0.1833,424465674.53,685516078.19,-5647211.85,1.8359,1.4222,0.4541,17.0825,44.4621,79.9993,19.9072,17.0825,2.2131,3.3996,10.2277,83.2267,-0.6856,77.4661,89.71600000000001,-222.2989,-1111.4552,-34.7321,-64.3291,-34.7321,-64.3291,-9.8088,-79.2542,6.0882,-76.0256,1.7717,-64.9317
0,3584,000403.XSHE,2014-12-31,2015-04-30,2014-12-31,0.0094,11361019.99,9027152.64,,0.61,2.69,-0.61,-4.01,56.37,95.22,21.13,-4.01,1.03,24.4,5.93,52.67,,442.17,88.81,22.69,474.69,83.91,32.55,83.91,32.55,192.7,11.23,54.39,-144.23,117.26,-86.23
0,3580,000403.XSHE,2015-12-31,2016-04-27,2015-12-31,0.0361,-8866879.64,-13315914.4,,1.99,-1.79,0.41,4.25,41.96,111.0,-11.0,4.25,5.18,42.12,1.98,-122.82,,-90.05,124.92,-4.67,42.41,-35.91,-2.41,-35.91,-2.41,-133.37,-171.96,167.79,-57.76,283.23,-30.81
0,101160,000403.XSHE,2016-06-30,2016-08-31,2016-06-30,0.0903,25410587.12,27811714.61,,4.65,4.8,1.79,19.27,62.4,76.48,23.52,19.27,3.09,26.39,4.52,99.57,,103.22,93.16,10.8,45.91,-18.1,-27.96,-18.1,-27.96,-39.15,10.99,-39.64,52.1,-37.96,39.29
0,109914,000403.XSHE,2017-03-31,2017-04-29,2017-03-31,0.0716,19483620.0,27788266.0,,3.4587,3.4539,1.4821,13.9707,66.5063,79.0923,20.9077,13.9707,7.0936,30.8194,7.522,99.902,,99.8602,68.936,-19.8054,-94.7278,-19.0472,-7.5186,-19.0472,-7.5186,10.8973,254.7002,23.9236,334.8943,10.3996,520.4557
0,125485,000403.XSHE,2017-12-31,2018-04-26,2017-12-31,-0.0747,-9652787.93,-10128489.32,,-3.4376,-1.6292,-1.7824,-13.6757,52.7184,105.92200000000001,-2.755,-13.6757,12.7819,37.2231,3.9224,48.3173,,47.3926,112.5112,-7.0905,119.7309,24.3936,-11.3592,24.3936,-11.3592,65.1938,-122.7263,-106.4508,-284.2741,-141.1169,-244.5747
0,126945,000403.XSHE,2018-03-31,2018-04-28,2018-03-31,0.1036,27977618.03,36694098.45,,4.8172,4.7738,2.0309,12.3038,50.1735,83.2004,16.9493,12.3038,11.5703,16.7437,3.0958,99.1151,,99.0976,76.4678,-5.1023,-30.3715,64.3395,27.709,64.3395,27.709,33.2263,885.6966,44.7322,214.8985,44.7007,238.6133
0,135079,000403.XSHE,2018-09-30,2018-10-31,2018-09-30,0.0502,13075493.44,18681760.75,,2.17,2.07,0.99,6.27,53.75,90.98,9.62,6.27,17.76,19.39,3.11,96.02,,95.62,104.01,23.74,263.22,7.36,-0.48,7.36,-0.48,-3.86,-52.87,423.09,-65.85,621.36,-64.46
0,244350,000403.XSHE,2018-12-31,2019-04-25,2018-12-31,-0.0015,-5198997.49,-8879803.04,,-0.06,-0.81,-0.22,-1.3,53.1,103.93,-2.56,-1.3,23.64,22.72,2.49,153.55,,1282.71,115.37,26.52,-675.26,32.21,9.16,32.21,9.16,-10.07,-129.02,87.47,-122.57,98.01,-102.96
0,3676,000407.XSHE,2015-06-30,2015-08-01,2015-06-30,0.0117,9038590.82,-1423547.78,3521044.46,0.51,0.51,0.17,0.96,12.31,100.18,0.27,0.96,5.6,3.51,2.5,-68.07,168.37,100.18,99.06,0.71,-393.12,10.5,12.89,10.5,12.89,-80.49,-75.51,71.76,33.3,97.12,11.09
0,244628,000407.XSHE,2019-03-31,2019-04-27,2019-03-31,0.039,33241701.06,67602523.37,5164330.54,1.5,1.45,0.83,3.4,11.48,95.72,4.66,3.4,3.63,1.72,1.19,91.18,6.97,96.82,108.12,3.61,84.44,51.2,3.5,51.2,3.5,-5.59,98.22,-0.53,33.9,4.17,182.0
0,252895,000407.XSHE,2019-06-30,2019-08-16,2019-06-30,0.0578,45303070.41,81318262.33,13684770.43,2.17,1.94,1.14,5.33,14.11,94.15,7.17,5.33,4.59,2.29,1.52,81.95,13.79,89.03,106.76,2.85,48.66,27.83,-12.03,27.83,-12.03,33.4,35.56,25.61,37.96,30.33,48.22
0,112918,000408.XSHE,2017-06-30,2017-08-29,2017-06-30,0.1378,284753216.0,319622560.0,,4.6761,4.6616,4.1805,33.4322,71.2553,62.8943,38.4336,33.4322,17.9108,2.6566,0.8429,96.5785,,99.6902,43.3644,-7.4081,-19.9649,31.2127,294.9187,31.2127,294.9187,30.8004,857.9943,33.5589,885.9991,33.5128,885.6593
0,116879,000408.XSHE,2017-09-30,2017-10-31,2017-09-30,0.174,354708235.01,417505091.86,0.0,5.9018,5.8051,4.9211,40.1739,69.3449,53.4884,46.5116,40.1739,14.7863,1.9341,1.1647,98.3369,0.0,98.3619,50.0779,9.6021,20.6446,47.9214,4.2086,47.9214,4.2086,66.1062,26.1112,67.7068,25.2225,69.0209,26.249000000000002
0,127651,000408.XSHE,2018-03-31,2018-04-28,2018-03-31,0.0422,72890298.26,86425798.02,,1.2782,1.1083,1.0787,32.0711,68.691,67.0294,38.4832,32.0711,19.2018,4.4834,4.2919,84.3779,,86.7042,201.5419,-38.0579,-115.4296,20.1784,-78.0835,20.1784,-78.0835,191.9051,-84.866,187.8354,-84.4072,190.0949,-84.4072
0,263069,000408.XSHE,2019-09-30,2019-10-30,2019-09-30,0.0577,115163101.93,122411385.35,-7273238.23,1.49,1.49,1.18,32.55,66.21,65.38,38.94,32.55,15.6,4.34,2.88,89.36,-5.31,100.06,65.94,3.79,10.94,-49.23,-20.04,-49.23,-20.04,-64.76,-1.35,-64.16,0.92,-64.16,0.92
0,295212,000408.XSHE,2019-12-31,2020-04-30,2019-12-31,-0.022000000000000002,57851464.63,204604952.66,-160927196.82,-0.56,0.74,-0.45,-5.11,47.26,76.16,1.75,-5.11,19.16,4.06,-7.33,-1646.79,1295.24,-131.88,66.48,11.65,48.88,1.46,142.75,1.46,142.75,-79.78,-89.07,-145.3,-138.11,-145.3,-138.11
0,371242,000408.XSHE,2020-12-31,2021-04-13,2020-12-31,0.0922,16185131.36,133486170.19,62144647.82,2.32,0.2,2.1,25.64,28.02,81.38,31.94,25.64,1.43,2.72,-1.47,60.57,28.2,8.81,35.08,-149.98,-805.32,-16.49,140.85,-16.49,140.85,1421.6,22.5,518.96,-1.59,518.96,-1.59
0,3767,000409.XSHE,2016-03-31,2016-04-30,2016-03-31,0.0116,6004901.44,19867941.39,,0.49,0.53,0.23,2.21,14.49,96.54,3.46,2.21,2.72,4.55,3.52,103.46,,109.08,98.14,-8.9,-257.19,860.18,-62.61,860.18,-62.61,193.52,-87.34,152.4,-86.87,121.16,-93.22
0,104100,000409.XSHE,2016-09-30,2016-10-31,2016-09-30,-0.0021,-4341852.69,35403866.97,,-0.09,-0.38,0.05,0.42,18.86,95.2,4.8,0.42,2.48,4.95,5.53,88.26,,438.88,86.59,3.12,64.99,37.01,-6.88,37.01,-6.88,-60.83,706.51,-95.61,-80.33,-101.56,59.85
0,113687,000409.XSHE,2017-06-30,2017-08-31,2017-06-30,-0.0839,-44060868.0,-44053212.0,,-4.8377,-4.9732,-0.6975,-8.0687,8.5655,107.9516,-7.9516,-8.0687,3.1993,6.7847,5.6003,105.5533,,102.8002,87.0907,-1.3656,17.1742,-30.0262,59.1881,-30.0262,59.1881,-1103.5397,-63.5329,-382.9429,-55.6548,-1639.3093,-47.9335
0,131472,000409.XSHE,2018-06-30,2018-08-31,2018-06-30,-0.1906,-97330000.19,-94205655.73,,-16.73,-16.72,-1.71,-31.5,7.71,129.11,-30.97,-31.5,5.44,12.82,19.81,93.5,,99.94,155.55,-4.34,14.92,-41.59,-4.51,-41.59,-4.51,-129.92,-10.09,-128.05,-11.59,-127.22,-19.64
0,135080,000409.XSHE,2018-09-30,2018-10-31,2018-09-30,0.4506,-210814329.71,-244902813.14,639628376.79,30.23,-27.68,6.34,107.83,-3.48,180.18,129.62,107.83,10.49,21.5,26.68,-61.82,161.45,-91.56,69.12,5.34,-6.66,-40.05,-5.6,-40.05,-5.6,943.6,495.04,709.8,423.09,514.58,336.42
0,242198,000409.XSHE,2018-12-31,2019-04-23,2018-12-31,-0.0401,-30874188.55,-44042260.0,1333542.55,-2.07,-3.13,-0.19,-0.42,4.8,102.1,-2.11,-0.42,-0.35,0.28,1.98,94.7,-2.87,150.78,174.82,34.02,-1620.4,11111.63,586.67,11111.63,586.67,63.09,-111.16,93.95,-102.64,78.99,-108.89
0,255827,000409.XSHE,2019-06-30,2019-08-31,2019-06-30,-0.0748,-37227955.58,-55900454.87,-3915466.67,-4.15,-4.04,-1.32,-12.07,4.82,110.25,-10.97,-12.07,2.73,4.43,5.82,90.19,6.32,97.36,116.04,-15.78,153.92,68.52,-3.32,68.52,-3.32,40.32,6.57,35.44,-0.73,60.74,16.57
0,104101,000410.XSHE,2016-09-30,2016-10-31,2016-09-30,-0.46,-360710261.49,-379534240.61,-319081.51,-24.65,-25.08,-1.4,-30.81,20.21,132.72,-32.75,-30.81,16.95,11.66,17.87,101.97,0.09,101.72,78.42,-30.93,94.53,-12.4,-23.04,-12.4,-23.04,-62.63,-3.21,-74.03,-9.39,-73.87,-11.07
0,113688,000410.XSHE,2017-06-30,2017-08-31,2017-06-30,-0.3003,-233412288.0,-236610304.0,-610462.0,-82.9074,-84.1837,-0.8722,-16.5441,27.8405,117.3524,-17.0843,-16.5441,9.1871,9.6552,20.7993,103.4227,0.2668,101.5394,82.4325,-7.5723,43.6384,-9.5289,54.2723,-9.5289,54.2723,36.7023,16.1471,30.9454,16.3855,28.0001,13.9388
0,117221,000410.XSHE,2017-12-31,2018-01-31,2017-12-31,1.1757,-288583407.92,-512053523.51,1243110588.17,239.8664,-76.9139,3.6928,85.863,24.8972,149.4632,71.9272,85.863,18.1972,18.9064,24.6074,-58.1916,141.2716,-32.0653,63.1309,-97.8848,197.8944,-46.5867,14.187999999999999,-46.5867,14.187999999999999,218.6925,332.7312,242.5404,411.7358,248.7571,415.5012
0,246359,000410.XSHE,2018-12-31,2019-04-29,2018-12-31,-0.8007,-598087100.1,-599385662.54,-357669.58,-161.7,-157.79,-3.18,-80.55,20.63,174.01,-74.86,-80.55,17.66,5.79,36.33,97.13,0.06,97.58,81.04,39.82,-53.8,-21.77,-6.45,-21.77,-6.45,-181.64,-184.73,-173.38,-196.48,-168.1,-205.56
0,3861,000411.XSHE,2016-03-31,2016-04-30,2016-03-31,0.0886,17622844.18,57568172.0,,2.69,2.58,0.64,1.02,5.59,98.61,1.39,1.02,1.51,1.74,0.69,104.56,,95.87,84.32,-19.28,-1385.92,9.18,5.31,9.18,5.31,11.6,20.47,16.24,12.78,9.25,35.98
0,3911,000413.XSHE,2015-06-30,2015-08-29,2015-06-30,0.0834,165874277.94,205941390.8,,3.42,2.55,1.56,27.51,44.97,75.73,24.26,27.51,0.66,9.63,10.76,76.03,,74.71,141.63,28.26,116.44,155.17,41.93,155.17,41.93,101.3,62.33,6.82,5.92,11.07,5.14
0,294971,000413.XSHE,2020-03-31,2020-04-30,2020-03-31,-0.057999999999999996,-354123553.35,-388734775.19,-1944253.53,-1.08,-1.16,-0.48,-32.34,15.59,137.72,-30.74,-32.34,5.68,12.6,29.69,121.51,0.61,106.64,181.02,15.43,-40.91,-72.99,-79.23,-72.99,-79.23,-155.88,88.44,-173.96,87.85,-177.04,87.51
0,329583,000413.XSHE,2020-06-30,2020-08-29,2020-06-30,-0.0986,-445677138.57,-433452908.55,-173536298.84,-1.87,-1.48,-0.82,-32.24,7.52,124.91,-29.91,-32.24,3.02,10.19,15.83,82.7,33.11,78.92,102.37,12.47,-50.08,-62.64,68.85,-62.64,68.85,-205.04,-64.32,-230.36,-68.31,-236.7,-70.07
0,379675,000413.XSHE,2020-12-31,2021-04-30,2020-12-31,-0.3819,-1807205181.48,-931878335.26,30742267.39,-7.62,-6.29,-3.46,-91.49,3.03,137.79,-78.51,-91.49,-0.67,14.19,21.68,39.7,-1.31,82.58,181.84,51.24,-135.59,-50.31,36.08,-50.31,36.08,29.38,-566.23,17.78,-599.79,17.67,-589.01
0,266031,000415.XSHE,2019-09-30,2019-10-31,2019-09-30,0.0444,240977000.0,812916000.0,-15252000.0,0.72,0.64,0.24,8.58,49.1,88.92,9.72,8.58,0.67,6.44,30.85,114.26,-2.14,87.82,83.36,76.9,694.03,-22.75,-33.47,-22.75,-33.47,-44.54,-32.87,-45.97,-32.84,-76.05,-49.08
0,339570,000415.XSHE,2020-09-30,2020-10-31,2020-09-30,-0.1027,-478949000.0,-149362000.0,-303652000.0,-1.86,-1.4,-0.25,-12.77,39.39,102.68,-14.59,-12.77,0.36,6.83,34.85,18.34,37.28,75.39,73.45,66.48,-2483.49,-23.95,-25.68,-23.95,-25.68,-214.14,79.14,-213.21,78.02,-331.51,78.06
0,128676,000417.XSHE,2018-06-30,2018-08-16,2018-06-30,0.0644,45616447.13,80616809.61,8586261.16,1.34,1.22,0.64,2.76,18.91,96.57,4.05,2.76,4.49,9.94,-0.04,86.48,9.21,90.83,115.71,-6.06,-176.78,1.93,-26.96,1.93,-26.96,-9.54,-46.18,-13.61,-50.23,-21.99,-55.74
0,4286,000422.XSHE,2015-09-30,2015-10-27,2015-09-30,0.01,759784.74,-260289.49,5436977.9,0.13,0.01,0.02,0.12,12.54,100.01,0.1,0.12,6.1,0.72,5.07,-2.32,48.54,8.72,119.82,16.41,-325424.22,10.32,20.34,10.32,20.34,142.55,81.66,138.7,-75.63,160.71,-40.85
0,104104,000422.XSHE,2016-09-30,2016-10-31,2016-09-30,0.002,-26460681.54,-4101156.92,8232001.08,0.03,-0.37,0.03,0.26,12.47,100.09,0.09,0.26,7.43,1.53,4.0,-10.91,21.9,-1157.54,111.99,1.46,-1632.33,-11.12,20.49,-11.12,20.49,-20.2,109.77,93.38,124.64,-73.75,-14.98
0,105339,000422.XSHE,2016-12-31,2017-03-31,2016-12-31,-1.412,-1287772123.12,-1393068327.7,-6050974.98,-19.67,-19.98,-3.4,-58.62,1.8,159.47,-59.73,-58.62,12.47,11.57,13.05,100.87,0.44,101.57,128.89,22.65,-38.08,-48.22,-48.95,-48.22,-48.95,-17628.53,-33970.06,-11926.32,-11686.63,-82097.4,-55561.39
0,113423,000422.XSHE,2017-06-30,2017-08-30,2017-06-30,0.0207,-42032508.0,236053.3125,-1332903.25,0.3175,-0.7185,0.0867,1.1642,12.1402,99.992,-0.0373,1.1642,4.148,3.9142,5.9485,0.3151,-1.7791,-226.2783,140.4643,74.0648,922312.5625,-22.8147,-12.4045,-22.8147,-12.4045,97.4064,-116.3847,171.1465,-40.5898,590.863,-70.9824
0,116385,000422.XSHE,2017-09-30,2017-10-30,2017-09-30,-1.463,-1307212839.09,-1329406385.94,-160773.43,-25.333000000000002,-25.2138,-3.4584,-46.4443,2.0404,146.0999,-46.1055,-46.4443,6.5252,18.2687,11.2655,99.3939,0.012,99.5297,114.0887,-54.6671,118.584,-37.1542,-1.8973,-37.1542,-1.8973,-32286.3306,-121116.865,-11402.3452,-4013.6769,-57554.9001,-7170.5188
0,127652,000422.XSHE,2018-03-31,2018-04-28,2018-03-31,-0.4318,-411006872.61,-447742325.17,12228679.87,-91.3452,-96.8478,-1.2884,-17.1997,14.2117,118.8022,-17.8987,-17.1997,3.2543,18.5618,10.0311,108.5191,-2.9639,106.024,130.4779,-64.3797,342.4057,-29.0381,-14.2289,-29.0381,-14.2289,-1491.3107,88.219,-811.045,89.4972,-705.5691,89.9569
0,135086,000422.XSHE,2018-09-30,2018-10-31,2018-09-30,0.1,30653183.83,110535246.05,15860157.31,9.72,3.09,0.56,3.51,17.18,97.18,3.22,3.51,4.41,3.78,5.48,83.23,11.94,31.79,110.75,7.17,254.77,36.12,1.8,36.12,1.8,109.5,-82.02,110.28,-79.4,107.34,-84.59
0,239554,000422.XSHE,2018-12-31,2019-04-04,2018-12-31,-0.0733,-121818121.64,-177906409.35,102175279.85,-5.84,-10.81,-0.34,-3.11,19.31,106.71,-1.77,-3.11,3.13,5.26,9.05,312.0,-179.19,184.98,140.29,25.1,-373.89,-4.57,-32.5,-4.57,-32.5,98.7,-137.23,97.89,-159.82,98.29,-168.3
0,246646,000422.XSHE,2019-03-31,2019-04-30,2019-03-31,0.0314,-93350144.91,-139603429.13,131040928.76,2.59,-8.58,0.02,0.17,12.77,104.26,0.02,0.17,2.67,5.01,5.79,-2285.38,2145.21,-330.76,107.03,6.04,-141.93,37.77,23.82,37.77,23.82,100.15,101.33,101.36,106.74,107.28,142.86
0,129266,000426.XSHE,2018-06-30,2018-08-22,2018-06-30,0.1325,249214107.86,320557882.55,,4.4,4.41,2.68,35.09,64.61,54.81,46.97,35.09,0.11,6.72,5.88,96.37,,100.13,113.83,46.59,103.09,49.76,67.99,49.76,67.99,115.84,109.56,119.73,109.62,119.73,109.62
0,265732,000426.XSHE,2019-09-30,2019-10-31,2019-09-30,-0.0135,-9407305.48,-5110201.06,-908974.47,-0.48,-0.18,-0.28,-10.96,45.21,102.26,-4.45,-10.96,0.44,22.31,18.45,19.99,3.56,37.91,112.68,41.31,-1829.85,-65.34,32.52,-65.34,32.52,-103.73,78.84,-112.44,50.19,-112.44,50.19
0,294433,000426.XSHE,2019-12-31,2020-04-30,2019-12-31,0.1116,-14257776.71,1856699.06,291217147.46,3.9,-0.27,2.24,66.25,46.75,99.4,84.31,66.25,0.4,23.61,13.45,0.75,116.88,-6.95,125.21,54.11,9020.92,-52.68,36.74,-52.68,36.74,141.76,2688.54,127.79,926.21,127.8,926.35
0,379628,000426.XSHE,2020-12-31,2021-04-30,2020-12-31,-0.0342,-37757235.79,30121016.37,-7774960.56,-1.21,-0.73,-0.68,-18.51,49.89,91.13,-14.94,-18.51,0.25,21.52,10.84,-41.47,10.7,60.07,154.6,50.28,566.97,9.72,-6.87,9.72,-6.87,-119.45,-184.39,-130.65,-200.02,-130.65,-200.01
0,100924,000428.XSHE,2016-06-30,2016-08-31,2016-06-30,-0.0291,-32332853.86,-54293763.1,-20027.07,-0.95,-1.04,-0.55,-18.83,51.9,119.9,-19.91,-18.83,1.88,51.86,15.9,111.66,0.04,108.94,84.02,3.17,-15.91,6.03,19.46,6.03,19.46,-143.84,33.61,-166.48,37.84,-131.54,48.54
